qid,exam,num,type,n_books,philosophy,culture,xuanbi1,xuanbi2,mind,reasoning,bixiu2,bixiu3,dup_of,dup_covered_by
BJ-2025-HD-QIZHONG-Q5,BJ-2025-HD-QIZHONG,5,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q5,bixiu2
BJ-2025-HD-QIZHONG-Q6,BJ-2025-HD-QIZHONG,6,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q6,bixiu2
BJ-2025-HD-QIZHONG-Q7,BJ-2025-HD-QIZHONG,7,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q7,bixiu3
BJ-2025-HD-QIZHONG-Q8,BJ-2025-HD-QIZHONG,8,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q8,bixiu3
BJ-2025-HD-QIZHONG-Q9,BJ-2025-HD-QIZHONG,9,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q9,bixiu3;culture
BJ-2025-HD-QIZHONG-Q10,BJ-2025-HD-QIZHONG,10,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q10,bixiu2;bixiu3
BJ-2025-HD-QIZHONG-Q11,BJ-2025-HD-QIZHONG,11,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q11,bixiu2;bixiu3
BJ-2025-HD-QIZHONG-Q12,BJ-2025-HD-QIZHONG,12,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q12,xuanbi1
BJ-2025-HD-QIZHONG-Q13,BJ-2025-HD-QIZHONG,13,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q13,
BJ-2025-HD-QIZHONG-Q14,BJ-2025-HD-QIZHONG,14,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q14,bixiu2;xuanbi1
BJ-2025-HD-QIZHONG-Q15,BJ-2025-HD-QIZHONG,15,选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q15,xuanbi1
BJ-2025-HD-QIZHONG-Q25,BJ-2025-HD-QIZHONG,25,非选择题,0,,,,,,,,,BJ-2024-HD-QIZHONG-Q16,xuanbi1
BJ-2025-HD-QIMO-Q16,BJ-2025-HD-QIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO,2,选择题,2,S,,,,S,,,,,
BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO,5,选择题,2,S,,,,S,,,,,
BJ-2025-HD-QIMO-Q1,BJ-2025-HD-QIMO,1,选择题,1,,S,,,,,,,,
BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO,6,选择题,1,S,,,,,,,,,
BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO,18,非选择题,1,,,,,S,,,,,
BJ-2025-HD-QIMO-Q19,BJ-2025-HD-QIMO,19,非选择题,1,,,,,,,S,,BJ-2025-XC-QIMO-Q19,bixiu2;bixiu3;xuanbi2
BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO,22,非选择题,3,S,S,,,,,,S,,
BJ-2025-HD-QIMO-Q3,BJ-2025-HD-QIMO,3,选择题,1,,S,,,,,,,,
BJ-2025-HD-QIMO-Q4,BJ-2025-HD-QIMO,4,选择题,2,S,S,,,,,,,,
BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO,7,选择题,2,S,,,,S,,,,,
BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO,8,选择题,1,,,,,,S,,,,
BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO,9,选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO,10,选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO,11,选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO,12,选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO,13,选择题,2,,,,S,,,,S,,
BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO,14,选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO,15,选择题,2,,,,S,,,,S,,
BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,非选择题,2,S[2],,,,S[1],,,,,
BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO,20,非选择题,1,,,,S,,,,,,
BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO,21,非选择题,2,,,,S,,,S,,,
BJ-2025-XC-QIMO-Q16,BJ-2025-XC-QIMO,16,非选择题,2,,,,,,,S[1/2],S[2],,
BJ-2025-XC-QIMO-Q17,BJ-2025-XC-QIMO,17,非选择题,2,,,,,,S[2],S[1],,,
BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO,18,非选择题,1,S,,,,,,,,,
BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO,19,非选择题,3,,,,S,,,S,S,BJ-2025-HD-QIMO-Q19,bixiu2
BJ-2025-XC-QIMO-Q20,BJ-2025-XC-QIMO,20,非选择题,2,,,S[2],,,,S[1/2],,,
BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO,21,非选择题,2,S,,,,,,,S,,
BJ-2025-XC-QIMO-Q1,BJ-2025-XC-QIMO,1,选择题,2,S,S,,,,,,,,
BJ-2025-XC-QIMO-Q2,BJ-2025-XC-QIMO,2,选择题,2,S,S,,,,,,,,
BJ-2025-XC-QIMO-Q3,BJ-2025-XC-QIMO,3,选择题,2,S,S,,,,,,,,
BJ-2025-XC-QIMO-Q4,BJ-2025-XC-QIMO,4,选择题,2,S,,,,,,S,,,
BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO,5,选择题,1,,,,,,S,,,,
BJ-2025-XC-QIMO-Q6,BJ-2025-XC-QIMO,6,选择题,1,,,,,,S,,,,
BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO,7,选择题,2,S,,,,S,,,,,
BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO,8,选择题,1,,,,,,,S,,,
BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO,9,选择题,1,,,,,,,S,,,
BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO,10,选择题,2,,,,,,,S,S,,
BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO,11,选择题,1,,,,,,,,S,,
BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO,12,选择题,1,,,,S,,,,,,
BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO,13,选择题,1,,,,S,,,,,,
BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO,14,选择题,2,,,S,,,,S,,,
BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO,2,选择题,3,S,S,,,,,S,,,
BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO,4,选择题,2,S,S,,,,,,,,
BJ-2026-DC-YIMO-Q1,BJ-2026-DC-YIMO,1,选择题,3,S,,,,,,S,S,,
BJ-2026-DC-YIMO-Q17,BJ-2026-DC-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO,3,选择题,1,,,S,,,,,,,
BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,非选择题,4,S[1/4],,S[3],,S[4],,S[2/3],,,
BJ-2026-DC-YIMO-Q20,BJ-2026-DC-YIMO,20,非选择题,4,S,S,,,,,S,S,,
BJ-2026-DC-YIMO-Q18,BJ-2026-DC-YIMO,18,选择题,2,,,,S,,,,S,,
BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO,7,选择题,1,,,,,,S,,,,
BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO,5,选择题,2,S,,,,S,,,,,
BJ-2026-DC-YIMO-Q9,BJ-2026-DC-YIMO,9,选择题,1,S,,,,,,,,,
BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO,6,选择题,2,S,,,,,S,,,,
BJ-2026-DC-YIMO-Q8,BJ-2026-DC-YIMO,8,选择题,2,,,,,,,S,S,,
BJ-2026-DC-YIMO-Q10,BJ-2026-DC-YIMO,10,选择题,2,,,,S,,,S,,,
BJ-2026-DC-YIMO-Q11,BJ-2026-DC-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-DC-YIMO-Q12,BJ-2026-DC-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-DC-YIMO-Q13,BJ-2026-DC-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO,14,选择题,1,,,S,,,,,,,
BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO,1,选择题,1,,,,,,,,S,,
BJ-2026-FT-YIMO-Q4,BJ-2026-FT-YIMO,4,选择题,2,S,S,,,,,,,,
BJ-2026-FT-YIMO-Q17,BJ-2026-FT-YIMO,17,非选择题,1,,,,,,,,S,BJ-2024-BJ-GAOKAO-Q17;BJ-2025-FT-ERMO-Q17,bixiu3
BJ-2026-FT-YIMO-Q19,BJ-2026-FT-YIMO,19,非选择题,0,,,,,,,,,,
BJ-2026-FT-YIMO-Q20,BJ-2026-FT-YIMO,20,非选择题,1,,,,S,,,,,BJ-2026-CP-QIMO-Q18,
BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO,2,选择题,1,,,,,,,,S,,
BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO,3,选择题,1,,,,,,,,S,,
BJ-2026-FT-YIMO-Q6,BJ-2026-FT-YIMO,6,选择题,2,S,S,,,,,,,,
BJ-2026-FT-YIMO-Q8,BJ-2026-FT-YIMO,8,选择题,1,,,,,,S,,,,
BJ-2026-FT-YIMO-Q10,BJ-2026-FT-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-FT-YIMO-Q11,BJ-2026-FT-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-FT-YIMO-Q12,BJ-2026-FT-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-FT-YIMO-Q13,BJ-2026-FT-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-FT-YIMO-Q16,BJ-2026-FT-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-FT-YIMO-Q18,BJ-2026-FT-YIMO,18,非选择题,2,,,,,,S[2],S[1],,,
BJ-2026-FT-YIMO-Q21,BJ-2026-FT-YIMO,21,非选择题,2,S,,,,,,,S,BJ-2023-FT-YIMO-Q22,
BJ-2026-YQ-YIMO-Q16,BJ-2026-YQ-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-YQ-YIMO-Q17,BJ-2026-YQ-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-YQ-YIMO-Q18,BJ-2026-YQ-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-YQ-YIMO-Q19,BJ-2026-YQ-YIMO,19,非选择题,1,,,,,,,S[1],,,
BJ-2026-YQ-YIMO-Q20,BJ-2026-YQ-YIMO,20,非选择题,2,S,,,,,,,S,,
BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO,1,选择题,0,,,,,,,,,,
BJ-2026-YQ-YIMO-Q2,BJ-2026-YQ-YIMO,2,选择题,2,S,,,,,,S,,,
BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO,3,选择题,1,S,,,,,,,,,
BJ-2026-YQ-YIMO-Q4,BJ-2026-YQ-YIMO,4,选择题,2,S,S,,,,,,,,
BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO,5,选择题,2,,,,,S,S,,,,
BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO,6,选择题,2,,,S,,,S,,,,
BJ-2026-YQ-YIMO-Q7,BJ-2026-YQ-YIMO,7,选择题,1,,,,,,S,,,,
BJ-2026-YQ-YIMO-Q8,BJ-2026-YQ-YIMO,8,选择题,1,,,,S,,,,,,
BJ-2026-YQ-YIMO-Q9,BJ-2026-YQ-YIMO,9,选择题,1,,,,S,,,,,,
BJ-2026-YQ-YIMO-Q10,BJ-2026-YQ-YIMO,10,选择题,1,,,,,,,,S,,
BJ-2026-YQ-YIMO-Q11,BJ-2026-YQ-YIMO,11,选择题,2,,S,,,,,,S,,
BJ-2026-YQ-YIMO-Q12,BJ-2026-YQ-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-YQ-YIMO-Q13,BJ-2026-YQ-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-YQ-YIMO-Q14,BJ-2026-YQ-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-FS-YIMO-Q17,BJ-2026-FS-YIMO,17,非选择题,2,,,,S,,,,S[2],,
BJ-2026-FS-YIMO-Q18,BJ-2026-FS-YIMO,18,非选择题,2,,,,,S[1],,,S[2],,
BJ-2026-FS-YIMO-Q19,BJ-2026-FS-YIMO,19,非选择题,2,,,S,,,,S,,,
BJ-2026-FS-YIMO-Q20,BJ-2026-FS-YIMO,20,非选择题,2,S,,,,,,,S,,
BJ-2026-FS-YIMO-Q2,BJ-2026-FS-YIMO,2,选择题,2,S,S,,,,,,,,
BJ-2026-FS-YIMO-Q3,BJ-2026-FS-YIMO,3,选择题,1,,S,,,,,,,,
BJ-2026-FS-YIMO-Q4,BJ-2026-FS-YIMO,4,选择题,2,S,S,,,,,,,,
BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO,5,选择题,1,,,,,,S,,,,
BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO,6,选择题,2,S,,,,,S,,,,
BJ-2026-FS-YIMO-Q7,BJ-2026-FS-YIMO,7,选择题,3,S,,,,,S,,S,,
BJ-2026-FS-YIMO-Q9,BJ-2026-FS-YIMO,9,选择题,2,,S,,,,,,S,,
BJ-2026-FS-YIMO-Q10,BJ-2026-FS-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-FS-YIMO-Q11,BJ-2026-FS-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-FS-YIMO-Q12,BJ-2026-FS-YIMO,12,选择题,2,,,,,,,S,S,,
BJ-2026-FS-YIMO-Q13,BJ-2026-FS-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-FS-YIMO-Q14,BJ-2026-FS-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-FS-YIMO-Q15,BJ-2026-FS-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-FS-YIMO-Q16,BJ-2026-FS-YIMO,16,非选择题,2,S[2],,,,,,S[1],,,
BJ-2026-CY-YIMO-Q1,BJ-2026-CY-YIMO,1,选择题,1,S,,,,,,,,,
BJ-2026-CY-YIMO-Q17,BJ-2026-CY-YIMO,17,非选择题,3,,,,,S[1],S[1],,S[2],,
BJ-2026-CY-YIMO-Q18,BJ-2026-CY-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-CY-YIMO-Q2,BJ-2026-CY-YIMO,2,选择题,1,S,,,,,,,,,
BJ-2026-CY-YIMO-Q3,BJ-2026-CY-YIMO,3,选择题,2,S,S,,,,,,,,
BJ-2026-CY-YIMO-Q4,BJ-2026-CY-YIMO,4,选择题,2,,S,S,,,,,,,
BJ-2026-CY-YIMO-Q19,BJ-2026-CY-YIMO,19,非选择题,1,,,,,,,S,,,
BJ-2026-CY-YIMO-Q20,BJ-2026-CY-YIMO,20,非选择题,2,,,S,,,,S,,,
BJ-2026-CY-YIMO-Q5,BJ-2026-CY-YIMO,5,选择题,1,,,,,,S,,,,
BJ-2026-CY-YIMO-Q6,BJ-2026-CY-YIMO,6,选择题,3,S,,,,S,S,,,,
BJ-2026-CY-YIMO-Q7,BJ-2026-CY-YIMO,7,选择题,2,S,,,,S,,,,,
BJ-2026-CY-YIMO-Q8,BJ-2026-CY-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2026-CY-YIMO-Q9,BJ-2026-CY-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-CY-YIMO-Q10,BJ-2026-CY-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-CY-YIMO-Q11,BJ-2026-CY-YIMO,11,选择题,2,,,,S,,,,S,,
BJ-2026-CY-YIMO-Q12,BJ-2026-CY-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-CY-YIMO-Q13,BJ-2026-CY-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-CY-YIMO-Q14,BJ-2026-CY-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-CY-YIMO-Q15,BJ-2026-CY-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-CY-YIMO-Q16,BJ-2026-CY-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-CY-YIMO-Q21,BJ-2026-CY-YIMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-HD-YIMO-Q16,BJ-2026-HD-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-HD-YIMO-Q17,BJ-2026-HD-YIMO,17,非选择题,2,,,,,S,S,,,,
BJ-2026-HD-YIMO-Q18,BJ-2026-HD-YIMO,18,非选择题,2,,,,S,,,S[1/2],,,
BJ-2026-HD-YIMO-Q19,BJ-2026-HD-YIMO,19,非选择题,2,,,,,,,S,S,,
BJ-2026-HD-YIMO-Q20,BJ-2026-HD-YIMO,20,非选择题,2,,,S,,,,S,,,
BJ-2026-HD-YIMO-Q21,BJ-2026-HD-YIMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-HD-YIMO-Q1,BJ-2026-HD-YIMO,1,选择题,1,,S,,,,,,,,
BJ-2026-HD-YIMO-Q2,BJ-2026-HD-YIMO,2,选择题,2,S,S,,,,,,,,
BJ-2026-HD-YIMO-Q3,BJ-2026-HD-YIMO,3,选择题,0,,,,,,,,,,
BJ-2026-HD-YIMO-Q4,BJ-2026-HD-YIMO,4,选择题,2,S,S,,,,,,,,
BJ-2026-HD-YIMO-Q5,BJ-2026-HD-YIMO,5,选择题,1,S,,,,,,,,,
BJ-2026-HD-YIMO-Q6,BJ-2026-HD-YIMO,6,选择题,1,,,,,,S,,,,
BJ-2026-HD-YIMO-Q7,BJ-2026-HD-YIMO,7,选择题,2,S,S,,,,,,,,
BJ-2026-HD-YIMO-Q8,BJ-2026-HD-YIMO,8,选择题,2,S,,,,,,,S,,
BJ-2026-HD-YIMO-Q9,BJ-2026-HD-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-HD-YIMO-Q10,BJ-2026-HD-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-HD-YIMO-Q11,BJ-2026-HD-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2026-HD-YIMO-Q12,BJ-2026-HD-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2026-HD-YIMO-Q13,BJ-2026-HD-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2026-HD-YIMO-Q14,BJ-2026-HD-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2026-HD-YIMO-Q15,BJ-2026-HD-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-SJS-YIMO-Q16,BJ-2026-SJS-YIMO,16,非选择题,1,,,,,,,S,,,
BJ-2026-SJS-YIMO-Q17,BJ-2026-SJS-YIMO,17,非选择题,3,S[1],S[1],,,S[2],,,,,
BJ-2026-SJS-YIMO-Q18,BJ-2026-SJS-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-SJS-YIMO-Q19,BJ-2026-SJS-YIMO,19,非选择题,1,,,,,,,,S,,
BJ-2026-SJS-YIMO-Q20,BJ-2026-SJS-YIMO,20,非选择题,0,,,,,,,,,,
BJ-2026-SJS-YIMO-Q21,BJ-2026-SJS-YIMO,21,非选择题,3,S,,,,,,S,S,,
BJ-2026-SJS-YIMO-Q1,BJ-2026-SJS-YIMO,1,选择题,1,,,,,,,,S,,
BJ-2026-SJS-YIMO-Q2,BJ-2026-SJS-YIMO,2,选择题,2,S,,,,S,,,,,
BJ-2026-SJS-YIMO-Q3,BJ-2026-SJS-YIMO,3,选择题,1,S,,,,,,,,,
BJ-2026-SJS-YIMO-Q4,BJ-2026-SJS-YIMO,4,选择题,1,,S,,,,,,,,
BJ-2026-SJS-YIMO-Q5,BJ-2026-SJS-YIMO,5,选择题,1,,,,,,S,,,,
BJ-2026-SJS-YIMO-Q6,BJ-2026-SJS-YIMO,6,选择题,2,,,,,S,S,,,,
BJ-2026-SJS-YIMO-Q7,BJ-2026-SJS-YIMO,7,选择题,1,,,,,,S,,,,
BJ-2026-SJS-YIMO-Q8,BJ-2026-SJS-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2026-SJS-YIMO-Q9,BJ-2026-SJS-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2026-SJS-YIMO-Q10,BJ-2026-SJS-YIMO,10,选择题,1,,,,,,,S,,,
BJ-2026-SJS-YIMO-Q11,BJ-2026-SJS-YIMO,11,选择题,1,,,,,,,S,,,
BJ-2026-SJS-YIMO-Q12,BJ-2026-SJS-YIMO,12,选择题,1,,,,S,,,,,,
BJ-2026-SJS-YIMO-Q13,BJ-2026-SJS-YIMO,13,选择题,1,,,,S,,,,,,
BJ-2026-SJS-YIMO-Q14,BJ-2026-SJS-YIMO,14,选择题,1,,,,S,,,,,,
BJ-2026-SJS-YIMO-Q15,BJ-2026-SJS-YIMO,15,选择题,2,,,S,,,,S,,,
BJ-2026-XC-YIMO-Q16,BJ-2026-XC-YIMO,16,选择题,4,S,S,,,,,S,S,,
BJ-2026-XC-YIMO-Q17,BJ-2026-XC-YIMO,17,非选择题,1,,,,S,,,,,,
BJ-2026-XC-YIMO-Q18,BJ-2026-XC-YIMO,18,非选择题,1,,,,,,,S,,,
BJ-2026-XC-YIMO-Q21,BJ-2026-XC-YIMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-XC-YIMO-Q1,BJ-2026-XC-YIMO,1,选择题,1,S,,,,,,,,,
BJ-2026-XC-YIMO-Q2,BJ-2026-XC-YIMO,2,选择题,2,,S,,,,,,S,,
BJ-2026-XC-YIMO-Q3,BJ-2026-XC-YIMO,3,选择题,1,,,,,,,,S,,
BJ-2026-XC-YIMO-Q4,BJ-2026-XC-YIMO,4,选择题,1,,,,,,,,S,,
BJ-2026-XC-YIMO-Q5,BJ-2026-XC-YIMO,5,选择题,2,S,S,,,,,,,,
BJ-2026-XC-YIMO-Q6,BJ-2026-XC-YIMO,6,选择题,1,S,,,,,,,,,
BJ-2026-XC-YIMO-Q7,BJ-2026-XC-YIMO,7,选择题,1,S,,,,,,,,,
BJ-2026-XC-YIMO-Q8,BJ-2026-XC-YIMO,8,选择题,1,,,,,,,S,,,
BJ-2026-XC-YIMO-Q9,BJ-2026-XC-YIMO,9,选择题,1,,,,S,,,,,,
BJ-2026-XC-YIMO-Q10,BJ-2026-XC-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-XC-YIMO-Q11,BJ-2026-XC-YIMO,11,选择题,1,,,,,,,S,,,
BJ-2026-XC-YIMO-Q12,BJ-2026-XC-YIMO,12,选择题,2,,,S,,,,S,,,
BJ-2026-XC-YIMO-Q13,BJ-2026-XC-YIMO,13,选择题,2,,,,S,,S,,,,
BJ-2026-XC-YIMO-Q14,BJ-2026-XC-YIMO,14,选择题,1,,,,,,S,,,,
BJ-2026-XC-YIMO-Q15,BJ-2026-XC-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2026-XC-YIMO-Q19,BJ-2026-XC-YIMO,19,非选择题,2,,,,,,S[3],,S[2],,
BJ-2026-XC-YIMO-Q20,BJ-2026-XC-YIMO,20,非选择题,2,,,S[2],,,,S[1/2],,,
BJ-2026-TZ-YIMO-Q1,BJ-2026-TZ-YIMO,1,选择题,1,,S,,,,,,,,
BJ-2026-TZ-YIMO-Q2,BJ-2026-TZ-YIMO,2,选择题,1,,S,,,,,,,,
BJ-2026-TZ-YIMO-Q3,BJ-2026-TZ-YIMO,3,选择题,2,S,,,,,S,,,,
BJ-2026-TZ-YIMO-Q17,BJ-2026-TZ-YIMO,17,非选择题,2,,,,,S[2],,S[1],,,
BJ-2026-TZ-YIMO-Q16,BJ-2026-TZ-YIMO,16,非选择题,1,,,,,,,,S,,
BJ-2026-TZ-YIMO-Q20,BJ-2026-TZ-YIMO,20,非选择题,1,,,,S,,,,,,
BJ-2026-TZ-YIMO-Q4,BJ-2026-TZ-YIMO,4,选择题,2,S,,,,,,S,,,
BJ-2026-TZ-YIMO-Q5,BJ-2026-TZ-YIMO,5,选择题,1,,,,,,,S,,,
BJ-2026-TZ-YIMO-Q6,BJ-2026-TZ-YIMO,6,选择题,1,,,,,,,S,,,
BJ-2026-TZ-YIMO-Q7,BJ-2026-TZ-YIMO,7,选择题,1,,,,,,,S,,,
BJ-2026-TZ-YIMO-Q8,BJ-2026-TZ-YIMO,8,选择题,1,,,S,,,,,,,
BJ-2026-TZ-YIMO-Q9,BJ-2026-TZ-YIMO,9,选择题,1,,S,,,,,,,,
BJ-2026-TZ-YIMO-Q10,BJ-2026-TZ-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2026-TZ-YIMO-Q11,BJ-2026-TZ-YIMO,11,选择题,1,,,,,,,,S,,
BJ-2026-TZ-YIMO-Q12,BJ-2026-TZ-YIMO,12,选择题,0,,,,,,,,,,
BJ-2026-TZ-YIMO-Q13,BJ-2026-TZ-YIMO,13,选择题,1,,,,,,S,,,,
BJ-2026-TZ-YIMO-Q14,BJ-2026-TZ-YIMO,14,选择题,1,,,,,,,,S,,
BJ-2026-TZ-YIMO-Q15,BJ-2026-TZ-YIMO,15,选择题,1,,,,,,,,S,,
BJ-2026-TZ-YIMO-Q18,BJ-2026-TZ-YIMO,18,非选择题,2,S,S,,,,,,,,
BJ-2026-TZ-YIMO-Q19,BJ-2026-TZ-YIMO,19,非选择题,0,,,,,,,,,,
BJ-2026-TZ-YIMO-Q21,BJ-2026-TZ-YIMO,21,非选择题,2,S,,,,,,,S,,
BJ-2026-MTG-YIMO-Q16,BJ-2026-MTG-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2026-MTG-YIMO-Q17,BJ-2026-MTG-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2026-MTG-YIMO-Q18,BJ-2026-MTG-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2026-MTG-YIMO-Q19,BJ-2026-MTG-YIMO,19,非选择题,1,,,,,,,S,,,
BJ-2026-MTG-YIMO-Q20,BJ-2026-MTG-YIMO,20,非选择题,2,,,S,,,,S,,,
BJ-2026-MTG-YIMO-Q21,BJ-2026-MTG-YIMO,21,非选择题,3,S,,S,,,,S,,,
BJ-2026-MTG-YIMO-Q1,BJ-2026-MTG-YIMO,1,选择题,1,,S,,,,,,,,
BJ-2026-MTG-YIMO-Q2,BJ-2026-MTG-YIMO,2,选择题,0,,,,,,,,,,
BJ-2026-MTG-YIMO-Q3,BJ-2026-MTG-YIMO,3,选择题,1,,S,,,,,,,,
BJ-2026-MTG-YIMO-Q4,BJ-2026-MTG-YIMO,4,选择题,3,S,S,,,,,S,,,
