qid,exam,num,type,n_books,philosophy,culture,xuanbi1,xuanbi2,mind,reasoning,bixiu2,bixiu3,dup_of,dup_covered_by
BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,非选择题,2,,,,,,S[2],S[1],,,
BJ-2024-DC-ERMO-Q18,BJ-2024-DC-ERMO,18,非选择题,4,S[2],,,S,,,S[2],S[1/2],,
BJ-2024-DC-ERMO-Q19,BJ-2024-DC-ERMO,19,非选择题,1,,,,S,,,,,,
BJ-2024-DC-ERMO-Q20,BJ-2024-DC-ERMO,20,非选择题,1,,,S,,,,,,,
BJ-2024-DC-ERMO-Q21,BJ-2024-DC-ERMO,21,非选择题,4,S,S,,,,,S,S,,
BJ-2024-DC-ERMO-Q4,BJ-2024-DC-ERMO,4,选择题,1,,,,,,,,S,,
BJ-2024-DC-ERMO-Q5,BJ-2024-DC-ERMO,5,选择题,1,,,,,,,,S,,
BJ-2024-DC-ERMO-Q6,BJ-2024-DC-ERMO,6,选择题,1,,,,,,,,S,,
BJ-2024-DC-ERMO-Q7,BJ-2024-DC-ERMO,7,选择题,1,,,,S,,,,,,
BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO,8,选择题,1,,,,S,,,,,,
BJ-2024-DC-ERMO-Q9,BJ-2024-DC-ERMO,9,选择题,0,,,,,,,,,,
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,10,选择题,0,,,,,,,,,,
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,11,选择题,0,,,,,,,,,,
BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2024-DC-ERMO-Q15,BJ-2024-DC-ERMO,15,选择题,3,,,S,,S,,S,,,
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,16,非选择题,1,,,,,,,,S,,
BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,非选择题,2,,,,,S[2],S[1/2],,,,
BJ-2024-FT-YIMO-Q1,BJ-2024-FT-YIMO,1,选择题,1,,S,,,,,,,,
BJ-2024-FT-YIMO-Q2,BJ-2024-FT-YIMO,2,选择题,1,,S,,,,,,,,
BJ-2024-FT-YIMO-Q3,BJ-2024-FT-YIMO,3,选择题,1,,,,,,,,S,,
BJ-2024-FT-YIMO-Q4,BJ-2024-FT-YIMO,4,选择题,1,,,,,,,,S,,
BJ-2024-FT-YIMO-Q5,BJ-2024-FT-YIMO,5,选择题,2,,,,S,,,,S,,
BJ-2024-FT-YIMO-Q6,BJ-2024-FT-YIMO,6,选择题,2,,S,,S,,,,,,
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,8,选择题,1,S,,,,,,,,,
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,9,选择题,1,S,,,,,,,,,
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,10,选择题,0,,,,,,,,,,
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,11,选择题,1,,,,,,S,,,,
BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2024-FT-YIMO-Q15,BJ-2024-FT-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2024-FT-YIMO-Q17,BJ-2024-FT-YIMO,17,非选择题,1,,,,S,,,,,,
BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,非选择题,2,S[1],,,,,,S[2],,,
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,20,非选择题,1,,,,,,,S,,,
BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO,21,非选择题,0,,,,,,,,,,
BJ-2024-FT-YIMO-Q7,BJ-2024-FT-YIMO,7,选择题,1,,,,,,S,,,,
BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO,17,非选择题,2,,,,S,,,S,,,
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,19,非选择题,1,,,S,,,,,,,
BJ-2024-FT-ERMO-Q1,BJ-2024-FT-ERMO,1,选择题,2,,S,,,,,,S,,
BJ-2024-FT-ERMO-Q2,BJ-2024-FT-ERMO,2,选择题,2,,S,,,,,,S,,
BJ-2024-FT-ERMO-Q3,BJ-2024-FT-ERMO,3,选择题,1,,,,,,,S,,,
BJ-2024-FT-ERMO-Q4,BJ-2024-FT-ERMO,4,选择题,1,,,,,,,S,,,
BJ-2024-FT-ERMO-Q5,BJ-2024-FT-ERMO,5,选择题,3,,,,S,,,S,S,,
BJ-2024-FT-ERMO-Q6,BJ-2024-FT-ERMO,6,选择题,2,,,,S,,,,S,,
BJ-2024-FT-ERMO-Q7,BJ-2024-FT-ERMO,7,选择题,1,,,,,,,,S,,
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,8,选择题,1,,,,,,,,S,,
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,9,选择题,1,,,,,,S,,,,
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,10,选择题,1,,,,,,S,,,,
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,11,选择题,1,,S,,,,,,,,
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,12,选择题,2,S,,,,,S,,,,
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,13,选择题,1,S,,,,,,,,,
BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO,14,选择题,2,,,S,,,,S,,,
BJ-2024-FT-ERMO-Q15,BJ-2024-FT-ERMO,15,选择题,1,,,S,,,,,,,
BJ-2024-FT-ERMO-Q16,BJ-2024-FT-ERMO,16,非选择题,1,,,,,,,,S,,
BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,非选择题,3,,,,,S[2],S[1/2],S[3],,,
BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO,20,非选择题,0,,,,,,,,,,
BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO,21,非选择题,0,,,,,,,,,,
BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,非选择题,2,S[2],,,,S[1/2],,,,,
BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,非选择题,2,,,S[1],,,,,S[2],,
BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO,20,非选择题,1,,,,,,,S,,,
BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO,21,非选择题,2,,,,,,,S,S,,
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,16,非选择题,1,S,,,,,,,,,
BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO,19,非选择题,1,,,,S,,,,,BJ-2026-FT-QIMO-Q19,bixiu2
BJ-2024-HD-ERMO-Q1,BJ-2024-HD-ERMO,1,选择题,2,S,,,,,,,S,,
BJ-2024-HD-ERMO-Q2,BJ-2024-HD-ERMO,2,选择题,1,,S,,,,,,,,
BJ-2024-HD-ERMO-Q3,BJ-2024-HD-ERMO,3,选择题,1,,S,,,,,,,,
BJ-2024-HD-ERMO-Q4,BJ-2024-HD-ERMO,4,选择题,1,S,,,,,,,,,
BJ-2024-HD-ERMO-Q5,BJ-2024-HD-ERMO,5,选择题,1,,,,,,S,,,,
BJ-2024-HD-ERMO-Q6,BJ-2024-HD-ERMO,6,选择题,1,,,,,,S,,,,
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,7,选择题,1,,,,,,,,S,,
BJ-2024-HD-ERMO-Q8,BJ-2024-HD-ERMO,8,选择题,3,S,S,,,,,,S,,
BJ-2024-HD-ERMO-Q9,BJ-2024-HD-ERMO,9,选择题,1,,,,S,,,,,,
BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO,10,选择题,1,,,,S,,,,,,
BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO,12,选择题,1,,,,,,,S,,,
BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO,13,选择题,1,,,,,,,S,,,
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,14,选择题,1,,,S,,,,,,,
BJ-2024-HD-ERMO-Q15,BJ-2024-HD-ERMO,15,选择题,2,,S,S,,,,,,,
BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO,11,选择题,1,,,,S,,,,,,
BJ-2024-SJS-YIMO-Q4,BJ-2024-SJS-YIMO,4,选择题,2,,S,S,,,,,,,
BJ-2024-SJS-YIMO-Q1,BJ-2024-SJS-YIMO,1,选择题,0,,,,,,,,,,
BJ-2024-SJS-YIMO-Q2,BJ-2024-SJS-YIMO,2,选择题,1,S,,,,,,,,,
BJ-2024-SJS-YIMO-Q3,BJ-2024-SJS-YIMO,3,选择题,2,S,S,,,,,,,,
BJ-2024-SJS-YIMO-Q5,BJ-2024-SJS-YIMO,5,选择题,1,S,,,,,,,,,
BJ-2024-SJS-YIMO-Q6,BJ-2024-SJS-YIMO,6,选择题,2,,,,,S,S,,,,
BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO,7,选择题,2,,,S,,,S,,,,
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,8,选择题,2,S,,,,,,,S,,
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2024-SJS-YIMO-Q13,BJ-2024-SJS-YIMO,13,选择题,2,,S,,,,,S,,,
BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2024-SJS-YIMO-Q15,BJ-2024-SJS-YIMO,15,选择题,2,,S,S,,,,,,,
BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO,16,非选择题,1,,S,,,,,,,,
BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO,17,非选择题,1,,,,S,,,,,,
BJ-2024-SJS-YIMO-Q18,BJ-2024-SJS-YIMO,18,非选择题,1,,,,S,,,,M[1],,
BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,非选择题,2,,,,,S[3],,S[1],,,
BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO,20,非选择题,2,,S,,,,,,S,,
BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO,16,非选择题,1,,,,,,,,S,,
BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO,17,非选择题,1,S,,,,,,,,,
BJ-2024-XC-YIMO-Q18,BJ-2024-XC-YIMO,18,非选择题,2,,,,S,,,,S[3],,
BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,非选择题,5,,,S[4/6],,S[5],S[2/3],S[1/4/6],S[4],,
BJ-2024-XC-YIMO-Q1,BJ-2024-XC-YIMO,1,选择题,1,,,S,,,,,,,
BJ-2024-XC-YIMO-Q2,BJ-2024-XC-YIMO,2,选择题,2,S,,,,,,S,,,
BJ-2024-XC-YIMO-Q3,BJ-2024-XC-YIMO,3,选择题,2,S,,,,,,,S,,
BJ-2024-XC-YIMO-Q4,BJ-2024-XC-YIMO,4,选择题,3,,S,,,,,S,S,,
BJ-2024-XC-YIMO-Q6,BJ-2024-XC-YIMO,6,选择题,1,,,,S,,,,,,
BJ-2024-XC-YIMO-Q7,BJ-2024-XC-YIMO,7,选择题,2,,,,S,,,S,,,
BJ-2024-XC-YIMO-Q8,BJ-2024-XC-YIMO,8,选择题,1,,,,S,,,,,,
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,选择题,1,S,,,,,,,,,
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,选择题,2,S,S,,,,,,,,
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,选择题,1,,,,,,S,,,,
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,12,选择题,1,S,,,,,,,,,
BJ-2024-XC-YIMO-Q13,BJ-2024-XC-YIMO,13,选择题,1,,,,,S,,,,,
BJ-2024-XC-YIMO-Q14,BJ-2024-XC-YIMO,14,选择题,1,,,S,,,,,,,
BJ-2024-XC-YIMO-Q15,BJ-2024-XC-YIMO,15,选择题,2,,S,S,,,,,,,
BJ-2024-XC-ERMO-Q16,BJ-2024-XC-ERMO,16,非选择题,2,,,,S,,,S,,,
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,非选择题,2,,,S,,,,S,,,
BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,非选择题,5,S[4],S[4],,,,S[1],S[3/4],S[2/4],,
BJ-2024-XC-ERMO-Q19,BJ-2024-XC-ERMO,19,非选择题,1,,,S,,,,,,,
BJ-2024-XC-ERMO-Q2,BJ-2024-XC-ERMO,2,选择题,2,,S,,,,,,S,,
BJ-2024-XC-ERMO-Q3,BJ-2024-XC-ERMO,3,选择题,1,,,,,,,,S,,
BJ-2024-XC-ERMO-Q5,BJ-2024-XC-ERMO,5,选择题,1,,,,,,,S,,,
BJ-2024-XC-ERMO-Q6,BJ-2024-XC-ERMO,6,选择题,2,,,S,,,,S,,,
BJ-2024-XC-ERMO-Q7,BJ-2024-XC-ERMO,7,选择题,1,S,,,,,,,,,
BJ-2024-XC-ERMO-Q8,BJ-2024-XC-ERMO,8,选择题,1,S,,,,,,,,,
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,选择题,1,,S,,,,,,,,
BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO,10,选择题,2,,,S,,,,S,,,
BJ-2024-XC-ERMO-Q11,BJ-2024-XC-ERMO,11,选择题,1,,,,S,,,,,,
BJ-2024-XC-ERMO-Q12,BJ-2024-XC-ERMO,12,选择题,1,,,,S,,,,,,
BJ-2024-XC-ERMO-Q13,BJ-2024-XC-ERMO,13,选择题,2,,,,S,,,,S,,
BJ-2024-XC-ERMO-Q14,BJ-2024-XC-ERMO,14,选择题,1,,,,,,S,,,,
BJ-2025-DC-YIMO-Q16,BJ-2025-DC-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2025-DC-YIMO-Q1,BJ-2025-DC-YIMO,1,选择题,1,,,,,,,,S,,
BJ-2025-DC-YIMO-Q3,BJ-2025-DC-YIMO,3,选择题,1,,,S,,,,,,,
BJ-2025-DC-YIMO-Q4,BJ-2025-DC-YIMO,4,选择题,3,S,S,,,S,,,,,
BJ-2025-DC-YIMO-Q5,BJ-2025-DC-YIMO,5,选择题,1,S,,,,,,,,,
BJ-2025-DC-YIMO-Q17,BJ-2025-DC-YIMO,17,非选择题,3,,,,S,,,S,S,,
BJ-2025-DC-YIMO-Q19,BJ-2025-DC-YIMO,19,非选择题,1,,,,S,,,,,,
BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO,20,非选择题,2,,,S,,,,S,,,
BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO,21,非选择题,4,S,S,,,,,S,S,,
BJ-2025-DC-YIMO-Q2,BJ-2025-DC-YIMO,2,选择题,2,,S,,,,,,S,,
BJ-2025-DC-YIMO-Q6,BJ-2025-DC-YIMO,6,选择题,1,S,,,,,,,,,
BJ-2025-DC-YIMO-Q7,BJ-2025-DC-YIMO,7,选择题,1,,,,,,,,S,,
BJ-2025-DC-YIMO-Q8,BJ-2025-DC-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2025-DC-YIMO-Q10,BJ-2025-DC-YIMO,10,选择题,2,,,,,,,S,S,,
BJ-2025-DC-YIMO-Q11,BJ-2025-DC-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2025-DC-YIMO-Q13,BJ-2025-DC-YIMO,13,选择题,1,,,,,,S,,,,
BJ-2025-DC-YIMO-Q14,BJ-2025-DC-YIMO,14,选择题,2,,S,,,S,,,,,
BJ-2025-DC-YIMO-Q15,BJ-2025-DC-YIMO,15,选择题,1,,,,,,S,,,,
BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,非选择题,2,,,,,S[1],,S[2],,,
BJ-2025-FT-YIMO-Q1,BJ-2025-FT-YIMO,1,选择题,2,,S,,,,,,S,,
BJ-2025-FT-YIMO-Q2,BJ-2025-FT-YIMO,2,选择题,2,S,S,,,,,,,,
BJ-2025-FT-YIMO-Q3,BJ-2025-FT-YIMO,3,选择题,1,,S,,,,,,,,
BJ-2025-FT-YIMO-Q4,BJ-2025-FT-YIMO,4,选择题,1,S,,,,,,,,,
BJ-2025-FT-YIMO-Q5,BJ-2025-FT-YIMO,5,选择题,2,,,,,,,S,S,,
BJ-2025-FT-YIMO-Q6,BJ-2025-FT-YIMO,6,选择题,2,,,,,,,S,S,,
BJ-2025-FT-YIMO-Q7,BJ-2025-FT-YIMO,7,选择题,1,,,,,,,S,,,
BJ-2025-FT-YIMO-Q8,BJ-2025-FT-YIMO,8,选择题,1,,,,,,,S,,,
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,2,,,S,,,,,S,,
BJ-2025-FT-YIMO-Q10,BJ-2025-FT-YIMO,10,选择题,3,,,,S,,,S,S,,
BJ-2025-FT-YIMO-Q11,BJ-2025-FT-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO,12,选择题,1,,,,,,S,,,,
BJ-2025-FT-YIMO-Q18,BJ-2025-FT-YIMO,18,选择题,2,S[3],,,,M[1],,S[2],,,
BJ-2025-FT-YIMO-Q13,BJ-2025-FT-YIMO,13,选择题,1,,,,,,S,,,,
BJ-2025-FT-YIMO-Q14,BJ-2025-FT-YIMO,14,选择题,1,,,,,,S,,,,
BJ-2025-FT-YIMO-Q15,BJ-2025-FT-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,非选择题,2,,,,,S[1],,,S,,
BJ-2025-FT-YIMO-Q19,BJ-2025-FT-YIMO,19,非选择题,2,,,,S,,,S,M,,
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,非选择题,2,,,S,,,,S,,,
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,非选择题,2,,,,,,,S,S,,
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,非选择题,2,,,,,,,S,S,,
BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,非选择题,2,,,S[2],,,,S[1],,,
BJ-2025-YQ-YIMO-Q1,BJ-2025-YQ-YIMO,1,选择题,3,S,,,,,,S,S,,
BJ-2025-YQ-YIMO-Q2,BJ-2025-YQ-YIMO,2,选择题,1,S,,,,,,,,,
BJ-2025-YQ-YIMO-Q3,BJ-2025-YQ-YIMO,3,选择题,1,,S,,,,,,,,
BJ-2025-YQ-YIMO-Q4,BJ-2025-YQ-YIMO,4,选择题,2,S,,,,,,S,,,
BJ-2025-YQ-YIMO-Q5,BJ-2025-YQ-YIMO,5,选择题,1,,,,,,S,,,,
BJ-2025-YQ-YIMO-Q6,BJ-2025-YQ-YIMO,6,选择题,2,,S,,,,S,,,,
BJ-2025-YQ-YIMO-Q7,BJ-2025-YQ-YIMO,7,选择题,1,,,,,,S,,,,
BJ-2025-YQ-YIMO-Q8,BJ-2025-YQ-YIMO,8,选择题,1,S,,,,,,,,,
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,2,,,,,,,S,S,,
BJ-2025-YQ-YIMO-Q10,BJ-2025-YQ-YIMO,10,选择题,2,,,,S,,,,S,,
BJ-2025-YQ-YIMO-Q11,BJ-2025-YQ-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2025-YQ-YIMO-Q12,BJ-2025-YQ-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2025-YQ-YIMO-Q13,BJ-2025-YQ-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2025-YQ-YIMO-Q14,BJ-2025-YQ-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2025-YQ-YIMO-Q15,BJ-2025-YQ-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,非选择题,1,,,,,S,,,,,
BJ-2025-YQ-YIMO-Q19,BJ-2025-YQ-YIMO,19,非选择题,1,,,,S,,,,,,
BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO,21,非选择题,3,S,S,S,,,,,M,,
BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,非选择题,4,S[1],S[1],,,S[3],S[2],,,,
BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2025-FS-YIMO-Q18,BJ-2025-FS-YIMO,18,非选择题,2,,,S[2],,,,S[1/2],,,
BJ-2025-FS-YIMO-Q19,BJ-2025-FS-YIMO,19,非选择题,3,,,,S,,,S,S,,
BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,非选择题,1,S,,,,,,,,,
BJ-2025-FS-YIMO-Q1,BJ-2025-FS-YIMO,1,选择题,1,,,,,,,S,,,
BJ-2025-FS-YIMO-Q2,BJ-2025-FS-YIMO,2,选择题,1,S,,,,,,,,,
BJ-2025-FS-YIMO-Q3,BJ-2025-FS-YIMO,3,选择题,1,S,,,,,,,,,
BJ-2025-FS-YIMO-Q4,BJ-2025-FS-YIMO,4,选择题,1,S,,,,,,,,,
BJ-2025-FS-YIMO-Q5,BJ-2025-FS-YIMO,5,选择题,2,S,S,,,,,,,,
BJ-2025-FS-YIMO-Q6,BJ-2025-FS-YIMO,6,选择题,1,,,,,,S,,,,
BJ-2025-FS-YIMO-Q7,BJ-2025-FS-YIMO,7,选择题,2,S,S,,,,,,,,
BJ-2025-FS-YIMO-Q8,BJ-2025-FS-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO,9,选择题,1,,,,,,,,S,,
BJ-2025-FS-YIMO-Q10,BJ-2025-FS-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2025-FS-YIMO-Q11,BJ-2025-FS-YIMO,11,选择题,1,,,,S,,,,,,
BJ-2025-FS-YIMO-Q12,BJ-2025-FS-YIMO,12,选择题,2,,,,,,,S,S,,
BJ-2025-FS-YIMO-Q13,BJ-2025-FS-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2025-FS-YIMO-Q14,BJ-2025-FS-YIMO,14,选择题,1,,,S,,,,,,,
BJ-2025-FS-YIMO-Q15,BJ-2025-FS-YIMO,15,选择题,2,,,S,,,,S,,,
BJ-2025-CY-YIMO-Q1,BJ-2025-CY-YIMO,1,选择题,2,S,,,,,,,S,,
BJ-2025-CY-YIMO-Q2,BJ-2025-CY-YIMO,2,选择题,3,,S,,,,S,,S,,
BJ-2025-CY-YIMO-Q3,BJ-2025-CY-YIMO,3,选择题,2,S,,,,,,S,,,
BJ-2025-CY-YIMO-Q4,BJ-2025-CY-YIMO,4,选择题,1,S,,,,,,,,,
BJ-2025-CY-YIMO-Q5,BJ-2025-CY-YIMO,5,选择题,2,S,,,,,S,,,,
BJ-2025-CY-YIMO-Q6,BJ-2025-CY-YIMO,6,选择题,1,,,,,,S,,,,
BJ-2025-CY-YIMO-Q7,BJ-2025-CY-YIMO,7,选择题,2,S,,,,S,,,,,
BJ-2025-CY-YIMO-Q8,BJ-2025-CY-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2025-CY-YIMO-Q9,BJ-2025-CY-YIMO,9,选择题,2,,,,,,,S,S,,
BJ-2025-CY-YIMO-Q10,BJ-2025-CY-YIMO,10,选择题,1,,,,S,,,,,,
BJ-2025-CY-YIMO-Q11,BJ-2025-CY-YIMO,11,选择题,2,,,,S,,,,S,,
BJ-2025-CY-YIMO-Q12,BJ-2025-CY-YIMO,12,选择题,1,,,,,,,S,,,
BJ-2025-CY-YIMO-Q13,BJ-2025-CY-YIMO,13,选择题,1,,,,,,,S,,,
BJ-2025-CY-YIMO-Q14,BJ-2025-CY-YIMO,14,选择题,2,,,S,,,,S,,,
BJ-2025-CY-YIMO-Q15,BJ-2025-CY-YIMO,15,选择题,1,,,S,,,,,,,
BJ-2025-CY-YIMO-Q16,BJ-2025-CY-YIMO,16,非选择题,2,S,S,,,,,,,,
BJ-2025-CY-YIMO-Q17,BJ-2025-CY-YIMO,17,非选择题,2,,,,,,S[1],S[2],,,
BJ-2025-CY-YIMO-Q19,BJ-2025-CY-YIMO,19,非选择题,2,,,,S,,,S,,,
BJ-2025-CY-YIMO-Q20,BJ-2025-CY-YIMO,20,非选择题,1,,,S,,,,,,,
BJ-2025-CY-YIMO-Q21,BJ-2025-CY-YIMO,21,非选择题,3,S,,,,,,S,S,,
BJ-2025-CY-YIMO-Q18,BJ-2025-CY-YIMO,18,选择题,1,,,,,,,,S,,
BJ-2025-HD-YIMO-Q1,BJ-2025-HD-YIMO,1,选择题,2,,S,,,,,,S,,
BJ-2025-HD-YIMO-Q3,BJ-2025-HD-YIMO,3,选择题,2,S,S,,,,,,,,
BJ-2025-HD-YIMO-Q17,BJ-2025-HD-YIMO,17,非选择题,1,,,,,,,,S,,
BJ-2025-HD-YIMO-Q18,BJ-2025-HD-YIMO,18,非选择题,1,,,,S,,,,,,
BJ-2025-HD-YIMO-Q19,BJ-2025-HD-YIMO,19,非选择题,1,,,,,,,,S,,
BJ-2025-HD-YIMO-Q2,BJ-2025-HD-YIMO,2,选择题,2,S,S,,,,,,,,
BJ-2025-HD-YIMO-Q20,BJ-2025-HD-YIMO,20,非选择题,2,,,,,,,S,S,,
BJ-2025-HD-YIMO-Q21,BJ-2025-HD-YIMO,21,非选择题,2,,,S[2],,,S[1],,,,
BJ-2025-HD-YIMO-Q22,BJ-2025-HD-YIMO,22,非选择题,2,S,,,,,,S,,,
BJ-2025-HD-YIMO-Q16,BJ-2025-HD-YIMO,16,非选择题,1,S,,,,,,,,,
BJ-2025-HD-YIMO-Q4,BJ-2025-HD-YIMO,4,选择题,1,S,,,,,,,,,
BJ-2025-HD-YIMO-Q5,BJ-2025-HD-YIMO,5,选择题,2,S,,,,,S,,,,
BJ-2025-HD-YIMO-Q6,BJ-2025-HD-YIMO,6,选择题,1,,,,,S,,,,,
BJ-2025-HD-YIMO-Q7,BJ-2025-HD-YIMO,7,选择题,1,,,,,,,,S,,
BJ-2025-HD-YIMO-Q8,BJ-2025-HD-YIMO,8,选择题,1,,,,,,,,S,,
BJ-2025-HD-YIMO-Q9,BJ-2025-HD-YIMO,9,选择题,1,,,,,,,,S,,
